@PG,,,ID:bwa,PN:bwa,,VN:0.7.17-r1188,CL:bwa,mem,#NAME?,10,/cluster/project/gdc/shared/p298/Rishi/PostPhaseScaffoldingGenomes/WF_Canu.chr.fasta,/cluster/project/gdc/shared/p298/Rishi/LinkageMap/SpeciesAveragedMap.fasta,,,,,,
consensus_6195,SA04,40.11,16,PGA,scaffold14,7804908,59,x,x,x,x,x,x,x,x,x,x,x
consensus_10695,SA04,40.11,0,PGA,scaffold14,6558604,45,x,x,x,x,x,x,x,x,x,x,x
consensus_35383,SA04,41.76,16,PGA,scaffold14,5375184,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39664,SA04,44.09,16,Contig,17280.021212F,5600,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22547,SA04,44.09,16,PGA,scaffold14,2088274,59,x,x,x,x,x,x,x,x,x,x,x
consensus_22804,SA04,44.74,16,PGA,scaffold14,7759227,40,x,x,x,x,x,x,x,x,x,x,x
consensus_12621,SA04,45.07,0,Contig,17280.021212F,5514,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56467,SA04,45.72,16,PGA,scaffold10,62541734,57,x,x,x,x,x,x,x,x,x,x,x
consensus_39649,SA04,46.04,16,PGA,scaffold14,1230235,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45661,SA04,56.48,16,PGA,scaffold14,3775252,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28717,SA04,56.8,16,PGA,scaffold14,1024722,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39852,SA05,0,0,PGA,scaffold12,59967941,46,x,x,x,x,x,x,x,x,x,x,x
consensus_25904,SA05,2.3,16,PGA,scaffold12,50685650,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39333,SA05,2.63,0,PGA,scaffold12,53279117,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60778,SA05,2.96,16,PGA,scaffold12,39987755,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13103,SA05,2.96,16,PGA,scaffold12,33199049,60,x,x,x,x,x,x,x,x,x,x,x
consensus_73432,SA05,3.28,0,PGA,scaffold12,27154972,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19291,SA05,3.28,16,PGA,scaffold12,50941173,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30531,SA05,4.26,0,PGA,scaffold12,40107846,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32239,SA05,4.26,0,PGA,scaffold12,31601651,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32355,SA05,4.26,16,PGA,scaffold12,62682557,60,x,x,x,x,x,x,x,x,x,x,x
consensus_67883,SA05,4.59,16,PGA,scaffold12,19010982,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54481,SA05,4.91,0,PGA,scaffold12,17387484,56,x,x,x,x,x,x,x,x,x,x,x
consensus_36101,SA05,4.91,0,PGA,scaffold12,60000120,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32199,SA05,4.91,0,PGA,scaffold12,28596296,34,x,x,x,x,x,x,x,x,x,x,x
consensus_7933,SA05,4.91,0,PGA,scaffold12,58070540,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56835,SA05,4.91,0,PGA,scaffold12,60013541,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33937,SA05,4.91,0,PGA,scaffold12,12993601,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37468,SA05,4.91,16,PGA,scaffold12,48827304,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41906,SA05,4.91,0,PGA,scaffold12,60013627,56,x,x,x,x,x,x,x,x,x,x,x
consensus_5246,SA05,5.24,16,PGA,scaffold12,49340139,59,x,x,x,x,x,x,x,x,x,x,x
consensus_15911,SA05,5.24,16,PGA,scaffold12,60021016,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30351,SA05,5.24,16,PGA,scaffold12,60021102,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29650,SA05,6.22,0,PGA,scaffold12,57920766,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45197,SA05,6.22,16,PGA,scaffold12,57301104,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24445,SA05,6.22,16,PGA,scaffold12,57301018,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36502,SA05,6.87,16,PGA,scaffold12,45362319,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16200,SA05,6.87,16,PGA,scaffold12,50977984,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35976,SA05,6.87,16,PGA,scaffold12,25735670,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2220,SA05,6.87,16,PGA,scaffold12,46593134,59,x,x,x,x,x,x,x,x,x,x,x
consensus_53379,SA05,6.87,0,PGA,scaffold12,57811184,51,x,x,x,x,x,x,x,x,x,x,x
consensus_11912,SA05,8.19,16,PGA,scaffold12,56439530,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66571,SA05,8.84,0,PGA,scaffold12,53757720,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51538,SA05,9.17,16,PGA,scaffold12,55677251,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9226,SA05,14.65,16,PGA,scaffold12,53481521,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7328,SA05,14.98,16,PGA,scaffold12,53509849,54,x,x,x,x,x,x,x,x,x,x,x
consensus_35610,SA05,15.3,16,PGA,scaffold12,52757191,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30852,SA05,15.63,0,PGA,scaffold12,52707143,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30467,SA05,15.63,16,PGA,scaffold12,52338357,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35016,SA05,15.96,0,PGA,scaffold12,52860713,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13633,SA05,17.27,16,PGA,scaffold12,52288636,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2864,SA05,17.93,0,PGA,scaffold12,52707229,43,x,x,x,x,x,x,x,x,x,x,x
consensus_9583,SA05,20.25,0,PGA,scaffold12,51058919,60,x,x,x,x,x,x,x,x,x,x,x
consensus_64180,SA05,20.58,16,PGA,scaffold12,51058833,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51670,SA05,21.23,16,PGA,scaffold12,50331357,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42188,SA05,24.22,16,PGA,scaffold12,47309131,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50033,SA05,24.88,0,PGA,scaffold12,47038369,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31553,SA05,26.18,0,PGA,scaffold12,46015378,43,x,x,x,x,x,x,x,x,x,x,x
consensus_12158,SA05,26.18,16,PGA,scaffold12,45871678,56,x,x,x,x,x,x,x,x,x,x,x
consensus_23639,SA05,26.51,16,PGA,scaffold12,44852406,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37085,SA05,26.84,0,PGA,scaffold8,20390156,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27755,SA05,27.49,16,PGA,scaffold12,41799122,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15064,SA05,27.49,16,PGA,scaffold12,41906943,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44769,SA05,27.49,16,PGA,scaffold12,39921695,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20041,SA05,27.49,0,PGA,scaffold12,39987669,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5681,SA05,27.49,16,PGA,scaffold12,42029502,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3625,SA05,27.82,16,PGA,scaffold12,41971618,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54193,SA05,27.82,16,PGA,scaffold12,42983516,60,x,x,x,x,x,x,x,x,x,x,x
consensus_61012,SA05,27.82,0,PGA,scaffold12,40107760,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43115,SA05,27.82,16,PGA,scaffold12,41571303,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54270,SA05,28.47,16,PGA,scaffold12,43969439,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27336,SA05,28.47,16,PGA,scaffold12,39043155,36,x,x,x,x,x,x,x,x,x,x,x
consensus_46655,SA05,28.79,16,PGA,scaffold12,34428534,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46366,SA05,28.79,16,PGA,scaffold12,33886683,56,x,x,x,x,x,x,x,x,x,x,x
consensus_16398,SA05,29.12,16,PGA,scaffold12,32389302,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22961,SA05,29.12,16,PGA,scaffold12,29531699,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37280,SA05,29.45,16,PGA,scaffold12,29374892,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39362,SA05,29.45,0,PGA,scaffold12,30603231,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11077,SA05,29.45,16,PGA,scaffold12,31493107,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33215,SA05,29.45,0,PGA,scaffold12,31252592,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41412,SA05,29.45,0,PGA,scaffold12,32914017,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11269,SA05,29.45,16,PGA,scaffold12,30017530,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52833,SA05,29.45,16,PGA,scaffold12,23564052,60,x,x,x,x,x,x,x,x,x,x,x
consensus_55545,SA05,29.45,0,PGA,scaffold12,31983263,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40118,SA05,29.77,0,PGA,scaffold12,26576608,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35742,SA05,29.77,16,PGA,scaffold12,47790082,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42654,SA05,29.77,0,PGA,scaffold12,22304382,32,x,x,x,x,x,x,x,x,x,x,x
consensus_43814,SA05,29.77,0,PGA,scaffold12,28994962,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1048,SA05,29.77,16,PGA,scaffold12,34056375,59,x,x,x,x,x,x,x,x,x,x,x
consensus_21871,SA05,29.77,0,PGA,scaffold12,22304296,38,x,x,x,x,x,x,x,x,x,x,x
consensus_53503,SA05,29.77,16,PGA,scaffold12,22525340,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18019,SA05,29.77,16,PGA,scaffold12,28376405,31,x,x,x,x,x,x,x,x,x,x,x
consensus_9544,SA05,29.77,16,PGA,scaffold12,17387570,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29373,SA05,29.77,0,PGA,scaffold12,63926580,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27342,SA05,30.1,0,PGA,scaffold12,62599298,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19682,SA05,30.1,0,PGA,scaffold12,19258406,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46122,SA05,30.42,16,PGA,scaffold12,14726632,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10375,SA05,30.42,16,PGA,scaffold12,12470234,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34526,SA05,30.75,16,PGA,scaffold12,32284998,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20093,SA05,30.75,16,PGA,scaffold12,17077860,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51166,SA05,30.75,16,PGA,scaffold12,20088796,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19799,SA05,30.75,16,PGA,scaffold12,46593048,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35743,SA05,30.75,16,PGA,scaffold12,46803641,54,x,x,x,x,x,x,x,x,x,x,x
consensus_6753,SA05,30.75,16,PGA,scaffold12,46803555,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12303,SA05,30.75,16,PGA,scaffold12,51039209,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10614,SA05,31.07,16,PGA,scaffold12,34114595,48,x,x,x,x,x,x,x,x,x,x,x
consensus_62523,SA05,31.07,0,PGA,scaffold12,48380755,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45118,SA05,31.07,0,PGA,scaffold12,44147629,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34651,SA05,31.07,16,PGA,scaffold12,63265430,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44499,SA05,31.73,16,PGA,scaffold12,12049429,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24177,SA05,31.73,16,PGA,scaffold12,12419277,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36658,SA05,32.05,16,PGA,scaffold12,12292346,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24988,SA05,32.71,0,PGA,scaffold12,11877749,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34878,SA05,33.03,0,PGA,scaffold12,13178820,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1271,SA05,33.03,16,PGA,scaffold12,11970825,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20308,SA05,33.03,16,PGA,scaffold12,12292432,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33285,SA05,33.36,16,PGA,scaffold12,12049343,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15919,SA05,34.34,16,PGA,scaffold12,10612984,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8596,SA05,35.66,16,PGA,scaffold12,10005272,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26259,SA05,37.97,0,PGA,scaffold12,8317431,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36795,SA05,39.28,16,PGA,scaffold12,8302172,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35367,SA05,43.61,0,PGA,scaffold12,7338518,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33261,SA05,47.32,0,PGA,scaffold12,4685953,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19909,SA05,48.63,16,PGA,scaffold12,6538721,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48042,SA05,49.62,16,PGA,scaffold12,6936524,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31859,SA05,59.65,16,PGA,scaffold12,9099075,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37461,SA05,59.65,16,PGA,scaffold12,7837718,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13690,SA05,59.65,16,PGA,scaffold12,4686039,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47534,SA05,59.98,16,PGA,scaffold12,9576726,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46797,SA05,59.98,16,PGA,scaffold12,12194075,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50774,SA05,59.98,16,PGA,scaffold12,2973909,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31570,SA05,60.63,16,PGA,scaffold12,9576640,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48279,SA05,60.63,16,PGA,scaffold12,8737376,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62732,SA05,60.63,16,PGA,scaffold12,7105724,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51059,SA05,60.63,16,PGA,scaffold12,10129536,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33542,SA05,60.63,0,PGA,scaffold12,12194161,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53677,SA05,60.63,16,PGA,scaffold12,12760118,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37295,SA05,60.63,0,PGA,scaffold12,4963171,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12742,SA05,60.96,16,PGA,scaffold12,16512667,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35235,SA05,61.28,0,Contig,17033.020584F,11004,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46809,SA05,61.28,0,PGA,scaffold12,18675077,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58404,SA05,61.28,0,PGA,scaffold12,16003606,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54535,SA05,61.28,16,PGA,scaffold12,14436886,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42323,SA05,61.28,16,PGA,scaffold12,8378287,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36012,SA05,64.26,16,PGA,scaffold12,2270295,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17276,SA06,0,0,PGA,scaffold11,17638814,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18376,SA06,3.36,0,PGA,scaffold11,65891461,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45051,SA06,4.01,0,PGA,scaffold11,67155099,60,x,x,x,x,x,x,x,x,x,x,x
consensus_73884,SA06,4.34,0,PGA,scaffold11,50164251,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60917,SA06,4.34,0,PGA,scaffold11,50627290,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53793,SA06,4.66,0,PGA,scaffold11,40738526,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27853,SA06,4.99,16,PGA,scaffold11,26605751,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21624,SA06,5.31,16,PGA,scaffold11,31615588,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4752,SA06,5.31,0,PGA,scaffold11,48980827,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23816,SA06,5.31,16,PGA,scaffold11,31615502,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23397,SA06,5.31,16,PGA,scaffold11,60322715,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40788,SA06,5.64,0,PGA,scaffold11,22025211,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36158,SA06,5.64,0,PGA,scaffold11,17843955,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47288,SA06,5.64,16,PGA,scaffold11,21340481,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19741,SA06,5.96,16,PGA,scaffold11,20891292,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44587,SA06,6.29,0,PGA,scaffold11,40157093,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37724,SA06,6.29,0,PGA,scaffold11,40387704,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26385,SA06,6.29,16,PGA,scaffold11,62556119,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37220,SA06,6.94,0,PGA,scaffold11,40387618,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50878,SA06,6.94,0,PGA,scaffold11,40939857,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33501,SA06,6.94,16,PGA,scaffold11,49422397,60,x,x,x,x,x,x,x,x,x,x,x
consensus_906,SA06,7.27,16,PGA,scaffold11,57131446,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9919,SA06,7.27,16,Contig,2471.002318F,71386,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30155,SA06,7.59,16,PGA,scaffold11,54951130,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58012,SA06,7.92,16,PGA,scaffold11,66721819,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3859,SA06,8.25,16,PGA,scaffold11,52021098,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48194,SA06,8.25,16,PGA,scaffold11,63591201,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46293,SA06,8.25,16,PGA,scaffold11,58998799,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33340,SA06,8.57,16,PGA,scaffold11,63499227,60,x,x,x,x,x,x,x,x,x,x,x
consensus_67126,SA06,10.22,0,PGA,scaffold11,62941496,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27513,SA06,10.55,16,PGA,scaffold11,62421179,60,x,x,x,x,x,x,x,x,x,x,x
consensus_70234,SA06,10.55,16,PGA,scaffold11,62695292,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31075,SA06,10.55,0,PGA,scaffold11,62699312,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5959,SA06,12.52,16,PGA,scaffold11,61642324,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47104,SA06,14.16,16,PGA,scaffold11,61104483,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33767,SA06,19.65,0,PGA,scaffold11,59611817,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47508,SA06,19.97,16,PGA,scaffold11,59629884,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52399,SA06,20.3,0,PGA,scaffold11,59421847,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39104,SA06,20.3,0,PGA,scaffold11,59611731,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6478,SA06,22.62,16,PGA,scaffold11,58892707,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10281,SA06,23.94,16,PGA,scaffold11,62951164,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45689,SA06,23.94,0,PGA,scaffold11,58675294,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26810,SA06,24.26,0,PGA,scaffold11,58205403,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49727,SA06,25.91,0,PGA,scaffold11,66721733,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19343,SA06,26.24,0,PGA,scaffold11,62834352,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45557,SA06,26.24,16,PGA,scaffold11,54387420,59,x,x,x,x,x,x,x,x,x,x,x
consensus_3802,SA06,26.24,0,PGA,scaffold11,59649859,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47933,SA06,26.24,16,PGA,scaffold11,60518165,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41482,SA06,26.24,16,PGA,scaffold11,57151816,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6819,SA06,26.57,16,PGA,scaffold11,57131360,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2747,SA06,26.57,16,PGA,scaffold11,53196391,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31074,SA06,26.57,16,PGA,scaffold11,57438295,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9580,SA06,26.57,16,PGA,scaffold11,60192736,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40801,SA06,26.57,0,PGA,scaffold11,51747607,59,x,x,x,x,x,x,x,x,x,x,x
consensus_4338,SA06,26.57,0,PGA,scaffold11,54858749,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57020,SA06,26.57,16,PGA,scaffold11,53754359,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57192,SA06,26.57,0,PGA,scaffold11,55700633,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50716,SA06,26.89,16,PGA,scaffold11,55478461,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57745,SA06,26.89,16,PGA,scaffold11,55458111,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46671,SA06,27.88,16,PGA,scaffold11,55023594,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32989,SA06,30.2,16,PGA,scaffold11,53459833,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15176,SA06,30.85,16,PGA,scaffold11,53778532,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40800,SA06,31.51,16,PGA,scaffold11,50552750,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36298,SA06,32.81,0,PGA,scaffold11,49775758,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68351,SA06,33.47,0,PGA,scaffold11,49279529,51,x,x,x,x,x,x,x,x,x,x,x
consensus_71032,SA06,33.47,16,PGA,scaffold11,49333316,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60821,SA06,33.79,0,PGA,scaffold11,46340726,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26908,SA06,33.79,16,PGA,scaffold11,47849834,59,x,x,x,x,x,x,x,x,x,x,x
consensus_27811,SA06,34.12,0,PGA,scaffold11,48015781,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27481,SA06,34.12,0,PGA,scaffold11,39703046,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35303,SA06,34.12,0,PGA,scaffold11,47539516,49,x,x,x,x,x,x,x,x,x,x,x
consensus_29487,SA06,34.12,0,PGA,scaffold11,40023056,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5651,SA06,34.12,16,PGA,scaffold11,48392798,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40377,SA06,34.12,0,PGA,scaffold11,40022970,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44574,SA06,34.12,0,PGA,scaffold11,48355304,60,x,x,x,x,x,x,x,x,x,x,x
consensus_63894,SA06,35.1,0,PGA,scaffold11,49199903,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35858,SA06,35.1,0,PGA,scaffold11,44428726,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53468,SA06,35.1,16,PGA,scaffold11,39990304,60,x,x,x,x,x,x,x,x,x,x,x
consensus_55395,SA06,35.1,0,PGA,scaffold11,45017729,60,x,x,x,x,x,x,x,x,x,x,x
consensus_870,SA06,35.1,16,PGA,scaffold11,40947822,40,x,x,x,x,x,x,x,x,x,x,x
consensus_29231,SA06,35.1,0,PGA,scaffold11,43928052,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33909,SA06,35.1,16,PGA,scaffold11,46553527,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52909,SA06,35.42,0,PGA,scaffold11,44447709,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5525,SA06,35.42,0,PGA,scaffold11,44128404,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40159,SA06,35.75,0,PGA,scaffold11,34707297,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50889,SA06,35.75,0,PGA,scaffold11,44641171,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28628,SA06,36.08,16,PGA,scaffold11,44147129,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39882,SA06,36.4,0,PGA,scaffold11,37631979,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35650,SA06,36.73,0,PGA,scaffold11,39737116,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43746,SA06,36.73,0,PGA,scaffold11,34024992,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16062,SA06,36.73,0,PGA,scaffold11,34458659,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16858,SA06,36.73,0,PGA,scaffold11,38946559,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35994,SA06,37.05,16,PGA,scaffold11,38980194,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16654,SA06,37.38,0,PGA,scaffold11,26893625,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14029,SA06,37.38,16,PGA,scaffold11,28435827,51,x,x,x,x,x,x,x,x,x,x,x
consensus_913,SA06,37.38,0,PGA,scaffold11,28428376,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25374,SA06,37.7,0,PGA,scaffold11,24644114,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7787,SA06,38.36,0,PGA,scaffold0,110220964,60,x,x,x,x,x,x,x,x,x,x,x
consensus_51063,SA06,38.36,16,PGA,scaffold11,4706736,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11626,SA06,38.36,16,PGA,scaffold11,8943348,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68366,SA06,38.68,16,PGA,scaffold11,10488763,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1059,SA06,38.68,16,PGA,scaffold11,12672696,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29014,SA06,38.68,0,Contig,18147.004099F,17641,45,x,x,x,x,x,x,x,x,x,x,x
consensus_14035,SA06,39.01,16,PGA,scaffold11,17843869,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19928,SA06,39.33,16,PGA,scaffold11,10605346,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50040,SA06,39.33,16,PGA,scaffold11,18556262,32,x,x,x,x,x,x,x,x,x,x,x
